forest_type,severity_bin,mean_biomass,median_biomass,q25_biomass,q75_biomass,var_biomass,skew_biomass,kurt_biomass,p_normality,n_pixels,hex_ID
1,NA,NA,16,16,16,NA,NA,NA,NA,2,17
3,1-5,29.833333333333332,27,21.75,33,154.16666666666666,1.3127899508879968,1.738449905040178,NA,6,17
1,10-11,19,21,18,21,12,-1.7320508075688772,NA,NA,3,17
2,8,16.793333333333333,13,8.75,19,194.7912816235752,2.2267447189906946,5.569789721289814,3.7e-24,1200,18
3,9,17.90573770491803,15,9,24,151.14099370518733,1.3019546314160757,2.144854667382795,3.7e-24,488,18
2,9,23.15177065767285,17,10,34,292.4667916229889,1.0771549081366747,0.370429223640078,3.7e-24,593,18
1,9,24.829866270430905,22,15,33,207.14947165496557,1.0287183080436462,1.666355802042429,3.7e-24,1346,18
2,7,13.495065789473685,12,6,19,78.2240283317437,1.2768550706678938,2.7354398133255424,3.7e-24,608,18
3,8,12.77949283351709,10,7,17,76.27803373808324,1.6809646009057368,4.214060624468192,3.7e-24,907,18
1,10-11,18.401785714285715,18,13,22,77.95423101673101,1.0488850893315427,2.349525558653099,0.0010715452424013858,112,18
3,10-11,17.47222222222222,15.5,8.75,23.5,97.97063492063492,0.6857549481464145,-0.5427711298659922,0.00976757786128069,36,18
1,8,23.913520097442145,22,13,33,197.62086912297124,0.6956071482293055,0.2551722716586478,3.7e-24,2463,18
2,10-11,16.205882352941178,13,8,19.5,127.198752228164,1.416232281817173,1.5621348172593708,2.0266949625550378e-4,34,18
1,NA,18.105263157894736,13,7.5,24,198.98830409356725,1.350153728237162,1.7406298580929858,0.026576773282997335,19,18
3,NA,13.571428571428571,8,6,20,103.95238095238095,0.9276090280622175,-0.9288979577961461,NA,7,18
3,7,14.205928237129486,12,7,20,85.24502730109204,0.9128975624983193,0.4880807390140758,3.7e-24,641,18
3,6,19.926470588235293,19,11,26,157.1620544769632,0.8615112469544332,0.5459152596819625,6.253535822060295e-7,204,18
2,6,20.643564356435643,20,12,26,138.93168316831682,1.4135037836050983,3.990168246651822,8.671824787908717e-4,101,18
2,1-5,25.68421052631579,27,22,30,82.45029239766082,-0.5630872983524918,1.4880334507791193,0.07863202030397581,19,18
1,7,21.76094674556213,21,13,29,137.46174317844023,0.5535151025134838,-0.008839999471245903,3.8644358121455456e-11,845,18
1,6,20.49019607843137,21,12.25,28,105.24247718889536,0.1335771075003226,-0.5606603752671668,0.15673995509687322,102,18
2,NA,10.857142857142858,11,7.5,14.5,15.142857142857142,-0.08727557582548019,-2.283659665361338,NA,7,18
1,1-5,13.142857142857142,12,8.5,18,54.80952380952381,0.19898487647819288,-1.2083518958696433,NA,7,18
3,1-5,22.955555555555556,17,9,27,375.1343434343434,1.879726202283284,4.183369106263607,2.397468611541704e-6,45,18
2,9,16.91390728476821,14,9.75,24,85.34580958342943,0.5883978660139487,-0.3016797641825216,1.0621590271388305e-23,604,19
2,8,12.42200557103064,11,8,15,44.59293209480853,1.221840680689798,1.7384418011116511,3.7e-24,718,19
3,9,19.73856209150327,20,13,26,68.3288808973371,0.10814256014872643,-0.4832402751584458,2.35348474834828e-4,459,19
3,8,17.94661921708185,17,11,23,85.30195824690277,0.7267514831619324,0.30560673348567635,1.2501801519830247e-12,562,19
3,10-11,15.72,14,10,21,64.62666666666667,0.900710962841783,-0.06454757119831327,0.008183863180771736,25,19
2,7,12.212962962962964,11,8,16,34.69862187769164,0.7791768490295862,0.5748305197822272,1.3275249894609391e-6,216,19
1,9,27.835540838852097,24,16,37,233.13203932042978,0.9626014776968933,0.9567729695679728,3.7e-24,906,19
3,7,15.368421052631579,14,8,22.25,82.96498956642708,0.7174414622302028,0.04163665104243407,2.4119537429797182e-9,228,19
1,8,30.497191011235955,26,17,41,356.65494642589243,0.9468787154435686,0.4347766449353274,3.7e-24,1424,19
1,7,30.366141732283463,26.5,17,40,367.972129718963,1.264098707635036,2.368975516176769,6.064777674636778e-13,254,19
1,10-11,20.533333333333335,20,13.5,26.5,78.98095238095237,0.1776013982171208,-0.10739216722198755,0.8550522485587817,15,19
1,NA,26.266666666666666,25,12.5,36.5,280.06666666666666,0.6406169993713827,-0.24345239206432587,0.4523546012598303,15,19
2,10-11,12.833333333333334,12,9.75,13,44.15151515151515,1.28098888616021,1.7995124476587832,0.021220381698025412,12,19
3,NA,18.857142857142858,18,14,24.5,48.80952380952381,-0.037955376315571915,-1.5478666508030925,NA,7,19
2,NA,NA,28,27,29,NA,NA,NA,NA,2,19
3,6,15.6,13,7,22,105.3,0.6592973862554901,-1.3842149549651925,NA,5,19
1,6,34.72727272727273,38,34,41.5,115.81818181818181,-1.6453398924292766,2.037508081363205,0.006580130875194691,11,19
2,6,16.5,14,12,18.5,43.666666666666664,1.5595074449133886,2.172600664296954,NA,4,19
3,1-5,NA,7,6.5,7.5,NA,NA,NA,NA,2,19
1,8,22.083969465648856,17,9,32,287.4485297870324,1.2151089442345502,1.2345665707048297,3.7e-24,1048,20
2,8,27.286894273127754,25,17,34,223.98872070727296,1.441942219537113,3.469342291797447,3.7e-24,1816,20
3,7,28.70886075949367,27,21,35,225.79876663420967,1.6685204136064449,6.486873995965278,3.058997487231897e-4,79,20
3,8,28.58009708737864,28,18,38,201.36826471074576,0.4596844119737973,0.06990520834482969,0.0014723994748657035,412,20
2,9,23.04880174291939,21,12,31,217.56082572135702,1.136840043427379,2.2486316419382595,3.7e-24,2295,20
2,7,27.903908794788272,26.5,19,33,225.20608583832382,1.586350592445794,4.833375804607686,3.7e-24,614,20
3,6,23.103448275862068,25,18,28,95.5960591133005,-0.48583031247272546,0.5699946383899567,0.35787842651534557,29,20
3,1-5,35,33,23.5,45.5,487,0.4044792047237765,NA,NA,3,20
2,6,20.13855421686747,17,11,26,179.63523183643665,1.1736485506365493,1.4479316001742544,2.947163985861162e-9,166,20
2,1-5,31.24390243902439,23,16,52,483.5390243902439,0.3850633170126337,-1.123951931953768,0.0042995187962393605,41,20
2,NA,28.333333333333332,24.5,18.25,41.5,233.76470588235293,0.3831101570067233,-1.1940888675231478,0.10608247800243004,18,20
3,9,22.896672504378284,19,11,32,248.0893046978216,1.26089635039495,2.265890376855406,3.7e-24,571,20
2,10-11,21.374193548387098,19,14,26.75,110.43557782649546,1.0038117016212824,1.0785630263596309,4.705732502949477e-13,310,20
3,10-11,21.11864406779661,18,13,28,149.0374050263004,0.8576640400760758,0.13101796212342529,0.003477931950215258,59,20
3,NA,29.833333333333332,25.5,22.75,32,116.96666666666667,1.6940871801582498,2.6524108791292766,NA,6,20
1,7,20.549234135667398,15,8,29,304.4235575262006,1.4527162892144516,2.110080535551448,3.7e-24,457,20
1,9,21.96302003081664,19,11,31,230.8443093838574,1.0426312751559572,1.135641028467341,3.7e-24,649,20
1,10-11,30.03846153846154,33,15.5,38.75,257.95846153846156,0.2188361430529446,-0.5202160915210712,0.20008484994483028,26,20
1,NA,28.142857142857142,28,16,37,376.8095238095238,0.26617692198006865,-0.0037270762484009623,NA,7,20
1,6,13.307291666666666,9,6,17,139.44958006108203,1.9175723400351206,4.272462680036329,3.7e-24,192,20
1,1-5,11.9,8,5,15,98.47088607594937,1.603982276975371,2.2591312787722857,3.403485939413782e-12,80,20
1,8,18.11698499317872,14,8,24,202.4329150963288,1.7327007125521738,3.78108669460527,3.7e-24,2932,21
1,7,16.886435331230285,14,8,23,158.33936765127618,1.575387110855132,3.3235539303709656,3.7e-24,1585,21
1,9,19.086070959264127,15,9,26,190.23650539404102,1.3424286907639775,1.9299936974833758,3.7e-24,1522,21
1,6,19.236503856041132,15,8,26,222.52639599289748,1.708051243572301,5.153272024346301,3.7e-24,389,21
3,7,18.10989010989011,16,3,31.5,248.85445665445664,0.7705318782460903,0.45329060737897336,1.8795634506683688e-8,91,21
1,1-5,26.834710743801654,26,12,35,344.7557851239669,1.4144734633793656,2.9562218210137896,1.7229028796279882e-7,121,21
1,10-11,14.761904761904763,13,6,19.5,139.24884792626727,1.8761765346626345,5.282109715706073,5.625027394774997e-5,63,21
1,NA,25.76923076923077,16,8,41,465.02564102564105,1.0069477438768049,-0.2134777941581736,0.033251138555284616,13,21
3,9,17.066037735849058,16,8.25,24,108.80512129380054,0.8318437898120913,0.5256863161351172,6.585261734914135e-4,106,21
2,10-11,11.666666666666666,13,10,14,17.333333333333332,-1.2933427807333946,NA,NA,3,21
2,9,10.625,8.5,4,13.25,81.28804347826087,1.6523370625856442,2.447875597326988,2.13857573243999e-4,24,21
2,8,19.03,18.5,8,29,143.32232323232324,0.2175786919111295,-1.3428137137772926,8.98294119432816e-8,100,21
2,7,28.31904761904762,31,26,36,119.2900660742766,-1.2254761670531793,0.5679261454766619,3.7e-24,210,21
3,8,17.62857142857143,14.5,8,26,143.6596094552929,0.8552583440085274,-0.13089384440009752,1.9155899690275037e-9,140,21
3,10-11,10.272727272727273,7,7,14,41.21818181818182,0.7572481170647695,-0.5265854868251241,0.09065542596068178,11,21
3,NA,18.333333333333332,15,12,23,129.33333333333334,1.2056594965075216,NA,NA,3,21
2,6,15.75,5,3,36.5,288.712962962963,0.7071317323971194,-1.4759283946851174,2.901758076610022e-9,28,21
3,6,16,15,12.25,17.75,72.12121212121212,0.9638846705050571,1.6856981905665491,3.398721592553653e-5,34,21
3,1-5,10.666666666666666,10,8.5,12.25,15.066666666666666,0.7466623808713541,0.4223118490093218,NA,6,21
1,9,17.656511350059738,13,7,24,213.65181950166428,1.620293178354347,3.2990790366435094,3.7e-24,1674,22
1,8,22.637953795379538,18,9,32,332.40073797079276,1.4110767858749524,2.387485826762378,3.7e-24,3030,22
1,7,28.038875598086126,23,13,39,401.6388229121032,1.0090469956635475,0.6276312971790067,3.7e-24,1672,22
3,7,23.538745387453876,18,9,34,335.2611200988857,1.0883056635475563,0.6995352140514869,3.7e-24,813,22
3,8,17.02623294858342,12,6,23,251.90162203391324,2.0790127338776663,5.581356250421814,3.7e-24,953,22
3,6,30.709150326797385,27.5,13.25,44,426.4036537019179,0.6850189535497121,-0.24884132773858023,3.0423953669793446e-11,306,22
3,9,13.319711538461538,9,4,17,193.5047671455051,2.465675104250518,7.789683082679096,3.7e-24,416,22
1,6,31.453473132372213,25,13,46,535.2192891026236,0.9402451317227883,0.19752569800273334,3.7e-24,763,22
2,9,9.72108843537415,8,5,12,50.29838784829,1.6699991295119987,2.784620362806718,2.7776233681389405e-18,147,22
2,8,12.562289562289562,9,5,17,94.07127582127582,1.317922290065036,1.2341733440031968,3.7e-24,297,22
1,1-5,34.13215859030837,29,13,44,642.0355541694281,1.0205229842207244,0.4097307195455901,3.2476551850985754e-16,227,22
2,7,13.557788944723619,11,6,17.5,94.86406781381656,1.361581294595431,1.8499483291297523,7.16694446772651e-16,199,22
2,6,24.555555555555557,22,15,30,215.05867665418228,2.288689174359197,8.243268345610375,1.3109313616180983e-7,90,22
1,NA,22.083333333333332,15.5,8.25,33.25,305.17424242424244,0.6432662504624347,-1.109767374057572,0.0661826668420029,12,22
1,10-11,8.35593220338983,6,4,10,99.5645371577575,4.928740648517379,30.042446231375905,3.7e-24,118,22
3,10-11,8.115789473684211,7,5,10,49.20985442329227,5.879834515211863,46.268467674193936,1.1479903636409581e-19,95,22
3,NA,NA,10,10,10,NA,NA,NA,NA,1,22
2,NA,NA,7,7,7,NA,NA,NA,NA,1,22
3,1-5,39.55384615384615,40,26,49,405.1259615384615,0.6339433613311869,0.5523645079577987,0.14400537268582492,65,22
2,1-5,31.607843137254903,28,20,39,253.28313725490196,1.3655641555591813,2.310946720678856,0.0021817229536812343,51,22
2,10-11,7.214285714285714,6,3.75,11,20.571428571428573,0.5876849117295967,-0.7093188281310664,0.0010978754369983547,56,22
1,9,16.065573770491802,13,6,22,159.10933101506873,1.407247370663099,2.3489994398123186,3.7e-24,793,23
1,8,19.220985691573926,14,7,28,273.391062830344,1.5200704072384517,2.6228780238548457,3.7e-24,1258,23
1,7,26.48148148148148,19,7,39,581.3503884372177,1.2598626693929498,1.32618782807885,3.7e-24,1026,23
3,7,15.606060606060606,8,5,15,429.5382835993523,2.383955933338329,4.860327663800876,3.7e-24,132,23
3,8,14.25,9,5,17,227.60526315789474,2.5569781059765746,7.961526259514391,3.7e-24,248,23
3,9,12.610486891385769,7,4,16,172.2086114161809,2.206753701858533,5.772756515847259,3.7e-24,267,23
2,9,9.666666666666666,8,5,13,33.319298245614036,0.7464767478312525,-0.005629216510792986,3.7357203491206425e-4,96,23
2,8,11.565217391304348,9,6,17,51.690537084398976,0.6303679403755531,-0.8056539622271346,5.564809297488927e-6,69,23
3,6,9.680851063829786,9,4,13.5,51.004625346901015,1.3572797641158143,2.6141138459134465,0.002233039368677518,47,23
1,10-11,14.557692307692308,11.5,6.75,20,99.6632730015083,1.1489422467857675,1.453978667739226,0.0021141278310551456,52,23
3,NA,NA,16,16,16,NA,NA,NA,NA,1,23
1,6,18.00423728813559,10,5,25.25,332.8322537694771,1.7241731525712722,3.290505229500092,3.7e-24,472,23
2,7,7.928571428571429,5.5,3,8.75,60.84065934065934,1.6181106123010964,2.086093637177091,0.005143270362417101,14,23
2,6,12.857142857142858,9,6,18,105.80952380952381,0.9379459922556392,0.16854837598971245,NA,7,23
3,10-11,16.5,8,6.5,18,363.6666666666667,1.9561248440134817,3.854286508815986,NA,4,23
2,1-5,31.666666666666668,35,7,52,585.6372549019608,0.03971291788766397,-1.5859610771699202,1.7352514995603568e-7,69,23
1,1-5,13.474849094567404,10,6,19,123.17325728564938,1.4863797216503647,2.3014741677333497,3.7e-24,497,23
3,1-5,15.316831683168317,10,4,18,256.87861386138616,1.6753352427676136,2.0006439476735536,1.1780925107689068e-19,101,23
2,10-11,NA,7,6.5,7.5,NA,NA,NA,NA,2,23
1,NA,12.333333333333334,10,10,16,19.866666666666667,0.8281593673929749,-1.809377955947932,NA,6,23
1,8,10.064516129032258,9,5,13,62.66236559139785,2.2505811465893193,7.976241718066618,0.004727999693864946,31,24
1,9,10.421052631578947,8,4,16,65.60170697012802,0.9478263867079144,0.009581292234077714,8.499288756964215e-4,38,24
1,1-5,NA,30,30,30,NA,NA,NA,NA,1,24
2,7,21.62,18,11.25,33,191.34244897959184,0.6616971578201732,-0.5706663901822996,0.003347807777809898,50,24
2,6,13.571428571428571,9,7,17.5,110.95238095238095,1.2724705799577192,0.007346460608964734,NA,7,24
2,9,26.128205128205128,23,15.5,32,233.64102564102564,1.1312553491142907,1.5247375260264313,0.025546821841363393,39,24
3,8,18.916666666666668,16.5,9.75,23.5,122.62878787878788,1.1327297127469977,1.0753016618426572,0.2593220216514785,12,24
2,8,23.68918918918919,21.5,14,34,154.62810070344318,0.27944860687169326,-0.9375585170426785,0.009835932264124774,74,24
3,7,18.1875,15.5,9,25.75,95.7625,0.5896836290775898,-1.1859969256255471,0.04257975031350128,16,24
3,6,9.25,9,8,9.25,4.5,1.840722414517362,4.241269841269841,0.03355382642116513,8,24
1,6,17.77777777777778,10,3,34,376.44444444444446,1.0190044314047244,-0.1496271216976664,0.057737740955467916,9,24
2,1-5,NA,8,8,8,NA,NA,NA,NA,1,24
1,7,23.65625,24,16,30.25,183.71673387096774,0.07911465352582901,-0.235503857099417,0.4355342683619822,32,24
3,9,15.5,18.5,12,19,49.9,-0.9906572371913873,-0.09104381106903148,NA,6,24
1,10-11,12,10,6.5,16.5,103,0.852357657130471,NA,NA,3,24
2,1-5,15.263729631864816,10,5,19,244.3452597529439,2.1769826272978623,5.238669741563294,3.7e-24,1657,25
1,1-5,14.244444444444444,10,6,18.5,153.99203980099503,2.215106792426204,7.006364583272335,1.1992558799252978e-17,135,25
3,1-5,20.50796178343949,14,7,29,328.09722518514,1.5409293422508135,2.40413316945674,3.7e-24,628,25
2,6,20.83411580594679,11,5,32,472.37682801791595,1.459097621729447,1.7104204008898745,3.7e-24,639,25
3,6,32.2962962962963,28,12,52,578.7772249861802,0.666654329737869,-0.6379281245375085,8.752016733600909e-9,135,25
3,7,37.8125,34,17.5,56,630.8023648648649,0.5477213949622268,-0.6058664437151314,6.522796835105787e-4,112,25
2,7,30.219560878243513,22,6,50,712.8076966067864,0.8624646597563949,0.007592708514986451,3.7e-24,501,25
1,7,18.897959183673468,16,8,25,213.88520408163265,1.0574565895429964,0.4067835565422595,2.9233657694760083e-4,49,25
2,NA,18.8,9,5.5,19,541.5111111111111,2.126193182980708,4.4922599102131455,0.00153165189870962,10,25
1,6,20.875,17,6.75,32.25,274.8967391304348,0.8836820446898638,0.3455183709623914,0.11907934425868455,24,25
3,NA,42.2,21,7,54,2358.7,1.5024108693615421,1.8508196641723114,NA,5,25
1,NA,NA,15,9,21,NA,NA,NA,NA,2,25
3,8,38.108695652173914,33,16.75,52,710.0539894887721,0.6572896275726787,-0.2707597095328664,0.0016657951959101066,92,25
3,9,47.96610169491525,45,16,72.5,1244.5850379894798,0.44197124721263487,-0.8466183150623876,0.015774912383005775,59,25
2,8,49.69631901840491,47.5,22.25,73,1023.9844171779141,0.382667388686822,-0.6114229407782831,5.814696688907792e-6,326,25
2,9,57.31736526946108,59,36,77.5,852.3263833778227,0.05391624899978646,-0.5169914839733375,0.0986073733625258,167,25
3,10-11,19.88888888888889,16,9,26,222.11111111111111,0.678031067444512,-0.383474968385358,0.6228144715938035,9,25
2,10-11,59.888888888888886,86,13,90,1652.361111111111,-0.5844783061923531,-1.8731718200549183,0.015314623638954026,9,25
1,9,18.303030303030305,14,9,19,246.53030303030303,2.26079068104533,5.2218206523002175,6.566326810637121e-8,33,25
1,8,19.367346938775512,14,9,24,236.32057823129253,1.4270292805486082,1.6844168990904884,8.260091749552185e-7,49,25
1,10-11,NA,18.5,10.75,26.25,NA,NA,NA,NA,2,25
1,9,24.17297297297297,16,8,31,538.502526439483,1.9510772421486937,4.197308252661891,3.7e-24,185,26
1,8,19.172881355932205,15,8,24,280.170690649141,2.1701296245403094,5.661278536885688,3.7e-24,295,26
1,7,16.58723404255319,14,8,21,181.27761411165667,2.5037099755454286,8.989916219703122,3.7e-24,235,26
1,6,16.11904761904762,12,6,19,212.85771428571428,1.664166339177244,2.5746620487448038,4.792795407379718e-18,126,26
3,6,13.587878787878788,9,5,15,227.32912047302293,2.6014865922608488,7.5086173969096786,3.7e-24,165,26
1,1-5,12.804347826086957,10,5,19,113.58767319636885,1.8719131165297194,5.391126244577275,2.336513813089757e-8,92,26
3,7,16.56086956521739,10,6,21,329.2255363584583,2.6900739535249087,9.328715617839789,3.7e-24,230,26
3,1-5,12.156565656565656,9,5,15,139.47282469363688,2.4780495519782773,7.987454287074946,3.7e-24,198,26
3,8,18.013333333333332,12,8,23,283.4239285714286,2.503834506390224,9.16903651015011,3.7e-24,225,26
2,8,32.800950118764845,25,10,47,835.7298470055905,1.443297981797599,2.193695599189167,3.7e-24,2105,26
2,9,38.20540796963947,33,18,50,735.3602555050527,1.4748409242089269,2.9177522638451965,3.7e-24,2108,26
3,9,19.337931034482757,15,7,26,299.23917624521073,1.9966409996286867,5.104715101512754,6.442784741912497e-16,145,26
1,10-11,16.5,14.5,8.25,18.5,182.05263157894737,2.0664417600527285,5.641169273424792,0.005366586055178314,20,26
1,NA,33.5,25.5,20.75,38.25,833.6666666666666,1.4916061994687835,2.7942623830116085,NA,4,26
2,7,18.030075187969924,11,5,24,346.5789560707324,2.009386728877158,4.914989946145057,3.7e-24,1729,26
2,6,15.885752095280106,10,5,21,283.55666804619483,2.161731107326317,6.177690032547217,3.7e-24,2267,26
2,1-5,16.85823709639406,11,5,22,300.56057268437974,2.004353185858886,4.524638981209846,3.7e-24,8486,26
3,10-11,13.714285714285714,12.5,9,18,39.142857142857146,0.42233953942383057,-1.0675939756338282,0.3396864465741604,14,26
2,NA,47,30,18.5,71.5,1452.8,0.8362678526038,-0.2735188975807312,0.2508687338870688,11,26
2,10-11,26.738095238095237,18.5,13,30.5,506.637049941928,1.2697176345852945,0.5338912252244228,4.383957090193916e-7,42,26
3,NA,NA,15,8,22,NA,NA,NA,NA,2,26
2,1-5,20.38449848024316,10,4,28.75,517.3755279824938,1.5803255999754946,1.9480931929874592,3.7e-24,658,27
3,1-5,21.961424332344215,16,7,30,407.61457891762046,1.6498505301846436,2.6646827796088157,3.7e-24,337,27
2,7,26.19102416570771,20,10,38,426.97729261347064,1.1518565630693183,1.0482399521257624,3.7e-24,869,27
2,8,33.801310043668124,29,16,46,519.9604791562269,0.9935456983468903,0.8112697578638844,3.7e-24,916,27
1,9,32.189448441247,27,14,45,543.2020037815901,1.173226316708137,1.3736476392859027,1.7363625129340915e-22,417,27
1,8,24.98079385403329,21,11,33,366.91629731770576,1.670704003043196,3.663685508217495,3.7e-24,781,27
3,9,35.34195933456562,30,18,46,600.4550694872321,1.1983528774615655,1.1477189690558598,3.7e-24,541,27
1,7,23.133004926108374,18,10,30,339.1418200674099,1.7640189636484638,4.015555953243437,3.7e-24,609,27
2,9,45.02013422818792,43,26,61,622.769341830692,0.5042140660879447,-0.12808578413384855,8.127466361502913e-8,596,27
3,8,28.109981515711645,25,14,36.75,381.71684754822417,1.4142863019822813,3.0347376542067086,3.7e-24,1082,27
2,6,20.800911854103344,13,7,26,447.22514376390797,1.877067778388934,3.3867125355923537,3.7e-24,658,27
